,created_at,text,coordinates
162,Sat Dec 28 02:59:18 +0000 2013,Snuggled up by the fire. #blazing #bright #winter #boulder #colorado #snugglethis #ineedsmorestuff… http://t.co/YqsHINFICo,"{'type': 'Point', 'coordinates': [-105.25598833, 40.01055278]}"
163,Sat Dec 28 13:21:29 +0000 2013,Looks like I'll be sparring with @garyvee today #jjjrh #Boulder http://t.co/Nfcjad6YBx,"{'type': 'Point', 'coordinates': [-105.20732992, 40.00614566]}"
164,Sat Dec 28 00:26:29 +0000 2013,Dinner specials are ready for you http://t.co/EjT60WYWVM #food #boulder #freeparking #Boulder,
165,Sat Dec 28 16:16:04 +0000 2013,"RT @NWSBoulder: Cold front today, windy afternoon over the E. plains, snow tonight, light accumulations. #cowx http://t.co/KipbTwKX6s",
166,Fri Dec 27 20:20:57 +0000 2013,December? #iloveBoulder #flatirons #Boulder #boco_Trails #hike http://t.co/FpUysYvEi5,
167,Fri Dec 27 17:22:36 +0000 2013,#akusokuzan #silverfang #AKBより余裕で可愛い人挙げていくから共感できたらRT #AFazenda #LUWUK #coflood #clode  #notebook #happiness #RedEye http://t.co/XRDysW0JVP,
168,Sat Dec 28 23:23:45 +0000 2013,"I came, I tasted, I conquered. #boulder #colorado #beer #craftbeer averybrewingco @ Avery Brewing Company http://t.co/B3049vogqe","{'type': 'Point', 'coordinates': [-105.219066, 40.01697237]}"
169,Thu Dec 26 21:40:20 +0000 2013,I like @TeamACW doing the drive. He needs some more airtime with Danny and cdot! #610sports,"{'type': 'Point', 'coordinates': [-93.73343688, 38.76997684]}"
170,Sat Dec 28 20:17:20 +0000 2013,Photo: #ColoradoStrong #ArapahoeHigh (at Arapahoe High School) http://t.co/mQTDqjXlnB,
171,Fri Dec 27 23:09:15 +0000 2013,Next stop! Sanitas Brewing! #Boulder http://t.co/4KoURX7uLv,"{'type': 'Point', 'coordinates': [-105.24770991, 40.02144309]}"
172,Fri Dec 27 19:23:15 +0000 2013,72 degrees and gorgeous in #SanDiego and I'm leaving #ThingsThatConfuseMe. Back to #Boulder today. Only for @CUBuffsMBB.,
173,Sat Dec 28 22:14:02 +0000 2013,#denver #boulder #frozenriver sirishaready http://t.co/wgoiDilb60,
174,Thu Dec 26 19:28:11 +0000 2013,My next Subaru #boulder #flatironssubaru @ Flatiron Subaru http://t.co/Sh0yDfxJ9C,"{'type': 'Point', 'coordinates': [-105.21330888, 40.015358]}"
175,Sat Dec 28 23:49:21 +0000 2013,🐝💰 knowing your farmer is worth the splurge. #boulder #eatlocal http://t.co/9xSaUXTBDY,
176,Sat Dec 28 05:33:20 +0000 2013,"RT @denverpost: Avalanche danger high this weekend, Colorado center warns: http://t.co/Eflt4e1e8o #COwx",
177,Sat Dec 28 21:24:06 +0000 2013,Spanish cuisine starting at 5pm #boulder #food #dinner #local,
178,Fri Dec 27 13:09:27 +0000 2013,"Sunny skies are expected in the forecasts from @NWSGJT and @SkiPowderhorn should be pretty fun today :)

#COwx #GJCO",
179,Sat Dec 28 21:29:43 +0000 2013,Placed an order for 2 matte metallic panoramic prints at @Mikes_Camera in #Boulder - really excited to pick them up soon!,
180,Fri Dec 27 00:11:36 +0000 2013,Saved countless innocent town folk from being crushed by this  #falling #boulder #rock #climbing… http://t.co/K2PrvyQgQ2,"{'type': 'Point', 'coordinates': [-119.6441212, 34.42539547]}"
181,Sat Dec 28 22:39:03 +0000 2013,I spy sirishaready! #boulder http://t.co/bTP4FNIelt,
182,Sat Dec 28 21:48:57 +0000 2013,"Was reading outside, enjoying the balmy December weather &amp; the clouds started rollin in..here comes that cold front. #cowx",
183,Fri Dec 27 16:09:31 +0000 2013,Still in the holiday spirit. #HoHoHo #boulder #colorado http://t.co/EOUUnHvYRC,
184,Sat Dec 28 13:05:20 +0000 2013,@Aspinall_Ink  I'm looking at a couple of different ways to make it pay or trade out services. We can talk more when I return from #Boulder,
185,Sun Dec 29 00:15:10 +0000 2013,RT @schneidan: What started as a balmy Denver day has turned chillier as dark clouds roll over the Front Range. #COwx http://t.co/JG8tdDg9k9,
186,Sat Dec 28 17:42:13 +0000 2013,RT @weather5280: Chance for snow returns to Denver Saturday: http://t.co/kg6o00HhxD #cowx #Denver,
187,Sat Dec 28 22:02:11 +0000 2013,I love @luckysmarket.  So playful. #grapefruit #boulder #colorado @ Lucky's Market http://t.co/3dCu4DZD7p,"{'type': 'Point', 'coordinates': [-105.28110643, 40.04759137]}"
188,Fri Dec 27 19:02:57 +0000 2013,Boots on the dashboard. Driving down to #boulder to enjoy the beautiful #colorado day (and buy coffee). http://t.co/m9SLgM90da,
189,Fri Dec 27 19:01:17 +0000 2013,Veggie meatloaf spinach kale and polenta! #boulder #baby #food @ The Kitchen [NEXT DOOR] http://t.co/c6d8p8MGQR,"{'type': 'Point', 'coordinates': [-105.28177053, 40.01763195]}"
190,Sat Dec 28 20:17:18 +0000 2013,#ColoradoStrong #ArapahoeHigh @ Arapahoe High School http://t.co/MMv3dptG8x,"{'type': 'Point', 'coordinates': [-104.96398114, 39.58144542]}"
191,Thu Dec 26 20:24:18 +0000 2013,Home Sweet Home! #1123IPA #WalnutBrewery #Boulder (@ Walnut Brewery w/ 3 others) [pic]: http://t.co/HysoFdneK0,"{'type': 'Point', 'coordinates': [-105.28036773, 40.01684194]}"
192,Sat Dec 28 10:34:54 +0000 2013,#NewYearsEve is gonna be epic @TahonaBistro in #Boulder All the best of 2013 ALL MASHED UP.,
193,Sat Dec 28 22:56:38 +0000 2013,A is for Awesome. #beer #craftbeer #boulder #colorado @ Avery Brewing Company http://t.co/lGwU2wZiGu,"{'type': 'Point', 'coordinates': [-105.219066, 40.01697237]}"
194,Sat Dec 28 23:31:32 +0000 2013,The #puppy and the #roomate #hiking at #flagstaff in #boulder #colorado #nature #vscocam @ Boulder… http://t.co/p341iYaIFo,"{'type': 'Point', 'coordinates': [-105.29260509, 40.00182933]}"
195,Sat Dec 28 21:47:15 +0000 2013,Ride for Claire. #ArapahoeHigh #ColoradoStrong #WarriorStrong (@ Old Chicago w/ 2 others) [pic]: http://t.co/LVd3VX0mT3,"{'type': 'Point', 'coordinates': [-104.98893537, 39.57165098]}"
196,Sat Dec 28 12:52:34 +0000 2013,"looking for #cycling social media 
person to cover @letouryorkshire #tdf2014 cultural festival and first days of @letouryorkshire #Boulder","{'type': 'Point', 'coordinates': [-105.20728811, 40.00613616]}"
197,Fri Dec 27 03:45:34 +0000 2013,Late night #happyhour anyone?? Great way to get together with friends and fam you didn't see this Christmas! #boulder #japango,
198,Sat Dec 28 16:34:43 +0000 2013,"Good morning, lovely neighborhood of mine. Nothing like winter mornings in #Boulder @beanaman http://t.co/Pd558TjFcx","{'type': 'Point', 'coordinates': [-105.28020085, 40.02670927]}"
199,Fri Dec 27 04:13:37 +0000 2013,"RT @weather5280: Seasonal snowfall numbers below normal for Denver, but better numbers statewide: http://t.co/HjBMVQkg1K #cowx #snow http:/…",
200,Fri Dec 27 21:15:46 +0000 2013,"Roasted duck, frisée and a poached egg. #boulder #lunch @ The Kitchen Boulder http://t.co/d2pZmnOqwx","{'type': 'Point', 'coordinates': [-105.28163628, 40.01762911]}"
201,Fri Dec 27 21:09:24 +0000 2013,This makes me so sad! Roma forever #caferoma #boulder #foreverremembered #rip @ Espresso Roma http://t.co/GvcCU9spIA,"{'type': 'Point', 'coordinates': [-105.27638933, 40.00737868]}"
202,Fri Dec 27 01:40:26 +0000 2013,#boulder #shake #milkstout #beer #beerculture #nyc @ Beer Culture http://t.co/G6VUoL3y9f,"{'type': 'Point', 'coordinates': [-73.989724, 40.759585]}"
203,Fri Dec 27 02:30:34 +0000 2013,Love these cups and they always remind me of #southafrica #minttea #boulder @ Unagi's Palace http://t.co/B7fR6pClUU,"{'type': 'Point', 'coordinates': [-105.28385113, 40.02542678]}"
204,Fri Dec 27 22:02:25 +0000 2013,@dmactri loved that climb! Enjoy the scenery and lack of O2.  #boulder,
205,Fri Dec 27 14:28:58 +0000 2013,@becksanders meathead not my thing #boulder #ogre #shrek,"{'type': 'Point', 'coordinates': [0.1542647, 51.45721193]}"
206,Sat Dec 28 23:01:03 +0000 2013,We're looking for the two who came to help a cyclist after a hit-and-run at 30th/Baseline ~11pm Dec 23rd #Boulder #CO http://t.co/zyk3FkB4og,
207,Sat Dec 28 05:02:15 +0000 2013,"Check out the weather for #Boulder, #Colorado here! http://t.co/cnBmKWXY3G","{'type': 'Point', 'coordinates': [-105.27044, 40.0152]}"
208,Thu Dec 26 19:51:56 +0000 2013,The parking lot that is #I70 sucks! C'mon #cdot clear this wreck already. It's been 3 hrs.,"{'type': 'Point', 'coordinates': [-105.55301537, 39.75161475]}"
209,Fri Dec 27 21:34:21 +0000 2013,Friday night Spanish dinner service begins at 5pm #boulder #food #cubuffs,
210,Thu Dec 26 22:33:02 +0000 2013,"RT @RobCBS4: Mountain Wave cloud set up above Continental Divide N of I-70. Great #cowx conditions. 16° F at 10,000 ft. http://t.co/1WVdQKs…",
211,Sat Dec 28 23:17:13 +0000 2013,"A winter blast is moving into the metro area. At 5, Dave will tell us how much snow we'll see by tomorrow morning. #Cowx @DaveAguileraCBS",
212,Sat Dec 28 04:20:03 +0000 2013,“@dailycamera: Frasca operators to close neighboring Caffé restaurant  http://t.co/oity3M0LWl via @dc_alicia  #boulder” NNNOOOO @gnip,"{'type': 'Point', 'coordinates': [-105.27086936, 40.02236439]}"
213,Sat Dec 28 20:39:48 +0000 2013,"Last day in Colorado. Great hike, run, movie, and shopping with the #family Enjoying the final hours in the mountain sunshine. #Boulder","{'type': 'Point', 'coordinates': [-105.32662519, 40.02051174]}"
214,Sat Dec 28 17:55:18 +0000 2013,WEEKEND! Woohoo! #boulder #japango,
215,Fri Dec 27 23:01:34 +0000 2013,We're looking for the two who came to help a cyclist after a hit-and-run at 30th/Baseline ~11pm Dec 23rd #Boulder #CO http://t.co/zyk3FkB4og,
216,Thu Dec 26 21:28:40 +0000 2013,Two teachers are keeping their students together after the #boulderflood shut down their schoolhouse in Jamestown. http://t.co/cK0AAiNBEJ,
217,Sat Dec 28 01:50:35 +0000 2013,Tonight is a great night for Late Night #happyhour in the lounge! #sushi #sake #boulder,
218,Thu Dec 26 17:41:03 +0000 2013,"Post Christmas is a little sad, but we have #NYE to look forward too!! #celebrate #champagne #boulder",
219,Fri Dec 27 22:39:24 +0000 2013,Gone climbing! #rockclimbing #climb #boulder #buffalo @ Niagara Climbing Center http://t.co/AIS04ixo7i,"{'type': 'Point', 'coordinates': [-78.8370645, 43.05771009]}"
220,Sun Dec 29 00:21:41 +0000 2013,"A reasonable look at potential #snow totals thru Sun am (in). Best chance west Denver for accum, tr-2"" for Den #cowx http://t.co/BPAamiC2jy",
221,Sat Dec 28 21:07:24 +0000 2013,Love this gnome in front of rablonder house #boulder #gnomeguy #colorado #cute http://t.co/6TiFHVCdei,
222,Sat Dec 28 00:37:10 +0000 2013,Lunchtime ride today! #60degrees #Boulder http://t.co/lE8L8ozyXT,"{'type': 'Point', 'coordinates': [-105.28524017, 40.03395412]}"
223,Fri Dec 27 18:58:35 +0000 2013,Birthday gift from my son #sosoproudofhim #colorado #universityofcolorado #boulder http://t.co/dy5Vabt0dU,
224,Thu Dec 26 23:31:58 +0000 2013,"Everything you want to know about #Boulder, #Colorado here! http://t.co/XXlEkc5rrE","{'type': 'Point', 'coordinates': [-105.21426, 40.049733]}"
225,Sat Dec 28 22:35:28 +0000 2013,Time for friends and late night #happyhour! #sushi #japango #Boulder,
226,Sat Dec 28 05:37:56 +0000 2013,"RT @denverpost: Avalanche danger high this weekend, Colorado center warns: http://t.co/Eflt4e1e8o #COwx",
227,Fri Dec 27 19:45:52 +0000 2013,We're craving a #bentobox! #sushi #japango #lunch #boulder,
228,Sat Dec 28 16:30:41 +0000 2013,RT @weather5280: Chance for snow returns to Denver Saturday: http://t.co/kg6o00HhxD #cowx #Denver,
229,Tue Dec 24 18:35:24 +0000 2013,Christmas eve!!! Did you finish your shopping yet?? #boulder #japango #pearlst,
230,Tue Dec 24 20:32:56 +0000 2013,Cold front almost looks like a convective spring scene! #cowx http://t.co/zCRAQMXcgF,
231,Tue Dec 24 18:13:14 +0000 2013,#giftcertificate #ChristmasWonderland #boulder #food #dinner #local,
232,Thu Dec 26 14:45:58 +0000 2013,"Hats off to #boulder @UPS depot. Despite overload, they dug thru boxes at 5:45pm on 12/24 to save Christmas. _Great_ service, _great_ people",
233,Tue Dec 24 18:31:16 +0000 2013,Info about hit-and-run at 30th/Baseline last night (Dec 23 at 11pm) #Boulder #CO #Colorado http://t.co/zyk3FkB4og,
234,Tue Dec 24 19:24:55 +0000 2013,It's actually a lot of holidays rolled into one and it started way before Jesus. Typical #Christmas in #Boulder. #paganismrocks,
235,Tue Dec 24 16:53:08 +0000 2013,"Dear #Boulder, You are too gorgeous today. Please turn gray and rainy so I can justify my upcoming beach vacation. Thx, Erika",
236,Tue Dec 24 15:16:25 +0000 2013,Wow! Very windy morning. #Boulder,
237,Wed Dec 25 17:40:24 +0000 2013,Merry #Christmas #Boulder!!! Wishing you a warm and lovely Chrsitmas with lots of #sushi! #japango,
238,Thu Dec 26 00:30:37 +0000 2013,We're looking for the two who came to help a cyclist after a hit-and-run at 30th/Baseline ~11pm Dec 23rd #Boulder #CO http://t.co/5yTJjziNfA,
239,Tue Dec 24 16:23:39 +0000 2013,More beauty over #Boulder @BoulderCVB Stunning! RT @jwehman: Beautiful http://t.co/feztND75hH,"{'type': 'Point', 'coordinates': [-105.27839524, 40.00246153]}"
240,Thu Dec 26 01:14:48 +0000 2013,#Boulder #CO #mountain @ Chautauqua Park http://t.co/pNVoDSOnKW,"{'type': 'Point', 'coordinates': [-105.28241933, 39.99876656]}"
241,Tue Dec 24 20:17:54 +0000 2013,"You know who ain't gonna be closed on Christmas? Every ski resort in @Colorado. I am just saying. Merry Christmas y'all :)

#COwx",
242,Wed Dec 25 22:18:23 +0000 2013,#christmashike #boulder #hogback @ High Point Of Hogback Ridge Loop http://t.co/LwlfYORSr2,"{'type': 'Point', 'coordinates': [-105.29824696, 40.07504634]}"
243,Tue Dec 24 18:47:48 +0000 2013,Cured #Boulder for a quick cup of coffee joy. http://t.co/lLPSMOkCDC,
244,Wed Dec 25 05:58:41 +0000 2013,Merry Christmas from the #Boulder Star! #christmaseve #colorado #citylights @ The Star http://t.co/RB7UoPHKRr,"{'type': 'Point', 'coordinates': [-105.29469719, 40.00632974]}"
245,Thu Dec 26 02:52:51 +0000 2013,@tvod2 Merry Christmas from #Boulder! http://t.co/GuHmGVaaw6,"{'type': 'Point', 'coordinates': [-105.28062593, 40.04124101]}"
246,Tue Dec 24 20:47:33 +0000 2013,"RT @jpreyes: Looking for 2 witnesses see white sedan hit cyclist &amp; drive off ~11pm Dec 23rd #BOULDER #CO see details, thx. http://t.co/zyk3…",
247,Thu Dec 26 14:36:06 +0000 2013,#boulder #colorado #sunrise of the day! @ Holiday NOBO Neighborhood http://t.co/geAHNxjvf4,"{'type': 'Point', 'coordinates': [-105.2721456, 40.05706955]}"
248,Tue Dec 24 17:53:07 +0000 2013,"Finally got home,  fun weekend in #boulder!  Got some hard routes at #thespot @a3bars @SMXOPTICS 
(Trystan spotting) http://t.co/bKMDYJEJHl","{'type': 'Point', 'coordinates': [-108.7205303, 39.1754077]}"
249,Wed Dec 25 03:33:39 +0000 2013,ايام الزلف الجويهلي من ارشيف بولدر #Boulder #Colorado #صباح_الخير http://t.co/MeX2O5ftCr,
250,Tue Dec 24 19:48:36 +0000 2013,#boulder hike @ Dakota Ridge Trail http://t.co/0M2BQg7vMn,"{'type': 'Point', 'coordinates': [-105.29717445, 40.03472864]}"
251,Tue Dec 24 20:45:01 +0000 2013,"Looking for 2 witnesses see white sedan hit cyclist &amp; drive off ~11pm Dec 23rd #BOULDER #CO see details, thx. http://t.co/zyk3FkB4og",
252,Tue Dec 24 23:13:37 +0000 2013,#Boulder #downtown. #CO #USA #Colorado #tourist #tourism @ Pearl Street Mall http://t.co/ewqMPY5Qnk,"{'type': 'Point', 'coordinates': [-105.27828119, 40.01817355]}"
253,Tue Dec 24 22:42:52 +0000 2013,"RT @PearlSt_Boulder: Check out the lights tonight!
https://t.co/kFIlwbgr6L
https://t.co/lxh3s5yMDO
(Via @CBS4Mark @ReneeReview #Boulder #Co…",
254,Wed Dec 25 00:35:10 +0000 2013,Hmm All-You-Can-Eat-Sushi for Christmas Eve dinner... we think YES! #boulder #sushi #japango,
255,Wed Dec 25 05:38:11 +0000 2013,#Boulder in progress. http://t.co/TNIMrE9d3w,"{'type': 'Point', 'coordinates': [-116.99851396, 46.72830876]}"
256,Thu Dec 26 07:45:28 +0000 2013,Quiet &amp; Chilly overnight but warmer temps are coming! @jctvweather will have your forecast starting at 5 a.m. @FOX21News #cowx,
257,Wed Dec 25 05:00:43 +0000 2013,"RT @RobKochWNTV: Wow! “@Codagras: Christmas Eve haboob at Rocky Ford, CO.
#cowx http://t.co/bcANRPI4Kk”",
258,Tue Dec 24 19:29:40 +0000 2013,Just a reminder we're closed tomorrow for the holiday! #sushi #boulder #japango,
259,Tue Dec 24 13:50:24 +0000 2013,"Looking for 2 witnesses see white sedan heading North on 30th turn East onto Baseline, hit cyclist, &amp; drive off ~11pm Dec 23rd #BOULDER #CO",
260,Tue Dec 24 16:32:41 +0000 2013,"RT @jpreyes: Anyone witness a hit-and-run of cyclist in #Boulder, #CO? 30th and Baseline a little after 11pm (Dec 23rd)? #Colorado [correct…",
261,Tue Dec 24 22:34:52 +0000 2013,Ready to preach this Christmas Eve! #Boulder join us tonight at 5pm. Casey Middle School.… http://t.co/RgEoc7btCT,"{'type': 'Point', 'coordinates': [-105.27920532, 40.02312469]}"
262,Wed Dec 25 19:46:21 +0000 2013,Merry Christmas #Boulder we love you! http://t.co/UkkJxAleKc,"{'type': 'Point', 'coordinates': [-108.71995521, 39.17641482]}"
263,Tue Dec 24 17:57:12 +0000 2013,Last minute #Boulder Xmas shopping. And the sun is shining again. Whoop!,"{'type': 'Point', 'coordinates': [-105.25744918, 40.01568426]}"
264,Tue Dec 24 16:40:49 +0000 2013,"RT @jpreyes: Anyone witness a hit-and-run of cyclist in #Boulder, #CO? 30th and Baseline a little after 11pm (Dec 23rd)? #Colorado [correct…",
265,Tue Dec 24 16:31:07 +0000 2013,Used windsurfing/sailing techniques to ride my bike crosswind this morning. #boulder #windy #ingenious,"{'type': 'Point', 'coordinates': [-105.2572, 40.028546]}"
266,Thu Dec 26 16:17:25 +0000 2013,"“New Years, Moneypenny: The James Bond Ball at the Boulderado - http://t.co/DOOrZ0TjZQ”.  New Idea @JLSmith121 #newyears #Boulder","{'type': 'Point', 'coordinates': [-75.59901244, 40.50013369]}"
267,Tue Dec 24 09:14:59 +0000 2013,"Looking for 2 witnesses. White sedan heading North on 30th turn East onto Baseline, hit cyclist, drive off? ~11pm Dec 23rd #BOULDER #CO",
268,Tue Dec 24 22:36:22 +0000 2013,"Anyone in #Boulder have a 3D Printer, mind printing this for me - http://t.co/Hr59BfNOox Give yo some cash for your time and materials.",
269,Tue Dec 24 16:03:12 +0000 2013,#privategym #climb #boulder #training #housekeeping #rip360 #subang http://t.co/ev1XBVzKlA,
270,Wed Dec 25 21:40:29 +0000 2013,#Sushi isn't the most traditional #Christmas dinner (even though its still delish!) so we're closed today! See u tomorrow! #boulder,
271,Tue Dec 24 21:00:56 +0000 2013,The snow is really coming down! Lakeside Village via @gopro video: http://t.co/MNPYosRjmu #cowx #colorado,
272,Tue Dec 24 20:29:34 +0000 2013,RT @kathysymes: Introducing mince pies to Colorado #boulder #hohoho #happyholidays http://t.co/bQA8ArSCr4,
273,Wed Dec 25 13:56:41 +0000 2013,RT @DenverChannel: Lots of sun and temps in the 40s today! Enjoy the day! #COwx #Christmas #Colorado http://t.co/AdtyNAwysU,
274,Tue Dec 24 15:46:59 +0000 2013,RT @dailycamera: RT @SamCollentine: National Wind Technology Center south of #Boulder recorded a max wind gust of 81.3 MPH at 6:17am! http:…,
